date,temp_max,temp_min,precipitation,crop,price_vnd,source,is_synthetic,month,quarter,day_of_week,price_vnd_Lag_1,price_vnd_Lag_7,price_vnd_Lag_14,price_vnd_Lag_30,risk_label,temp_max_norm,temp_min_norm,precipitation_norm,price_vnd_norm
2024-04-27,35.1,21.1,0.0,Cà phê Robusta,118700.0,AI_Synthetic,True,4,2,5,118700.0,118700.0,118700.0,118700.0,0,0.9856115107913672,0.9105691056910571,0.0,0.05726872246696035
2024-04-28,34.0,21.0,0.1,Cà phê Robusta,118500.0,AI_Synthetic,True,4,2,6,118700.0,118700.0,118700.0,118700.0,0,0.9064748201438851,0.9024390243902439,0.002325581395348837,0.048458149779735685
2024-04-29,35.3,20.6,0.2,Cà phê Robusta,119800.0,AI_Synthetic,True,4,2,0,118500.0,118700.0,118700.0,118700.0,0,1.0,0.869918699186992,0.004651162790697674,0.10572687224669604
2024-04-30,35.0,19.6,0.4,Cà phê Robusta,119100.0,AI_Synthetic,True,4,2,1,119800.0,118700.0,118700.0,118700.0,0,0.9784172661870506,0.788617886178862,0.009302325581395349,0.07488986784140969
2024-05-01,34.4,22.0,1.0,Cà phê Robusta,119000.0,AI_Synthetic,True,5,2,2,119100.0,118700.0,118700.0,118700.0,0,0.9352517985611511,0.983739837398374,0.023255813953488372,0.07048458149779736
2024-05-02,34.5,22.2,9.6,Cà phê Robusta,119000.0,AI_Synthetic,True,5,2,3,119000.0,118700.0,118700.0,118700.0,0,0.9424460431654679,1.0,0.22325581395348837,0.07048458149779736
2024-05-03,35.0,21.6,0.6,Cà phê Robusta,120000.0,AI_Synthetic,True,5,2,4,119000.0,118700.0,118700.0,118700.0,0,0.9784172661870506,0.9512195121951221,0.013953488372093023,0.1145374449339207
2024-05-04,32.8,21.5,11.2,Cà phê Robusta,118100.0,AI_Synthetic,True,5,2,5,120000.0,118700.0,118700.0,118700.0,0,0.8201438848920863,0.943089430894309,0.26046511627906976,0.030837004405286344
2024-05-05,29.8,21.0,5.0,Cà phê Robusta,117900.0,AI_Synthetic,True,5,2,6,118100.0,118500.0,118700.0,118700.0,0,0.6043165467625902,0.9024390243902439,0.11627906976744186,0.022026431718061675
2024-05-06,29.7,20.6,0.0,Cà phê Robusta,117500.0,AI_Synthetic,True,5,2,0,117900.0,119800.0,118700.0,118700.0,0,0.5971223021582734,0.869918699186992,0.0,0.004405286343612335
2024-05-07,29.5,18.4,11.8,Cà phê Robusta,120400.0,AI_Synthetic,True,5,2,1,117500.0,119100.0,118700.0,118700.0,0,0.5827338129496404,0.6910569105691056,0.2744186046511628,0.13215859030837004
2024-05-08,30.8,18.2,0.9,Cà phê Robusta,119100.0,AI_Synthetic,True,5,2,2,120400.0,119000.0,118700.0,118700.0,0,0.6762589928057556,0.6747967479674797,0.020930232558139535,0.07488986784140969
2024-05-09,31.0,20.9,10.4,Cà phê Robusta,123100.0,AI_Synthetic,True,5,2,3,119100.0,119000.0,118700.0,118700.0,0,0.6906474820143886,0.8943089430894309,0.24186046511627907,0.2511013215859031
