date,temp_max,temp_min,precipitation,crop,price_vnd,source,is_synthetic,month,quarter,day_of_week,price_vnd_Lag_1,price_vnd_Lag_7,price_vnd_Lag_14,price_vnd_Lag_30,risk_label,temp_max_norm,temp_min_norm,precipitation_norm,price_vnd_norm
2024-04-27,29.0,16.5,0.8,Chè Ô Long,260000.0,AI_Synthetic,True,4,2,5,260000.0,260000.0,260000.0,260000.0,0,1.0,0.8300000000000001,0.011851851851851853,0.4861111111111111
2024-04-28,28.1,16.9,0.4,Chè Ô Long,249000.0,AI_Synthetic,True,4,2,6,260000.0,260000.0,260000.0,260000.0,0,0.9256198347107439,0.8699999999999999,0.0059259259259259265,0.3333333333333333
2024-04-29,28.9,15.2,0.4,Chè Ô Long,240000.0,AI_Synthetic,True,4,2,0,249000.0,260000.0,260000.0,260000.0,0,0.9917355371900826,0.7,0.0059259259259259265,0.20833333333333334
2024-04-30,29.0,16.2,0.7,Chè Ô Long,242000.0,AI_Synthetic,True,4,2,1,240000.0,260000.0,260000.0,260000.0,0,1.0,0.8,0.01037037037037037,0.2361111111111111
2024-05-01,28.3,17.5,2.2,Chè Ô Long,248000.0,AI_Synthetic,True,5,2,2,242000.0,260000.0,260000.0,260000.0,0,0.9421487603305786,0.93,0.0325925925925926,0.3194444444444444
2024-05-02,27.8,17.0,4.3,Chè Ô Long,247000.0,AI_Synthetic,True,5,2,3,248000.0,260000.0,260000.0,260000.0,0,0.9008264462809918,0.8800000000000001,0.0637037037037037,0.3055555555555556
2024-05-03,28.2,16.0,0.5,Chè Ô Long,243000.0,AI_Synthetic,True,5,2,4,247000.0,260000.0,260000.0,260000.0,0,0.9338842975206612,0.78,0.007407407407407408,0.25
2024-05-04,26.8,15.7,13.6,Chè Ô Long,245000.0,AI_Synthetic,True,5,2,5,243000.0,260000.0,260000.0,260000.0,0,0.8181818181818182,0.75,0.20148148148148148,0.2777777777777778
2024-05-05,24.7,16.2,14.2,Chè Ô Long,240000.0,AI_Synthetic,True,5,2,6,245000.0,249000.0,260000.0,260000.0,0,0.6446280991735537,0.8,0.21037037037037035,0.20833333333333334
2024-05-06,24.9,15.4,0.0,Chè Ô Long,255000.0,AI_Synthetic,True,5,2,0,240000.0,240000.0,260000.0,260000.0,0,0.6611570247933883,0.7200000000000001,0.0,0.4166666666666667
2024-05-07,23.6,15.6,2.6,Chè Ô Long,261000.0,AI_Synthetic,True,5,2,1,255000.0,242000.0,260000.0,260000.0,0,0.553719008264463,0.74,0.03851851851851852,0.5
2024-05-08,25.4,14.8,1.5,Chè Ô Long,265000.0,AI_Synthetic,True,5,2,2,261000.0,248000.0,260000.0,260000.0,0,0.7024793388429751,0.6600000000000001,0.022222222222222223,0.5555555555555556
2024-05-09,24.5,16.7,6.7,Chè Ô Long,244000.0,AI_Synthetic,True,5,2,3,265000.0,247000.0,260000.0,260000.0,0,0.628099173553719,0.85,0.09925925925925926,0.2638888888888889
2024-05-10,25.5,15.8,0.3,Chè Ô Long,264000.0,AI_Synthetic,True,5,2,4,244000.0,243000.0,260000.0,260000.0,0,0.7107438016528926,0.7600000000000001,0.0044444444444444444,0.5416666666666666
2024-05-11,24.4,16.3,3.2,Chè Ô Long,251000.0,AI_Synthetic,True,5,2,5,264000.0,245000.0,260000.0,260000.0,0,0.6198347107438016,0.8100000000000002,0.04740740740740741,0.3611111111111111
2024-05-12,24.9,15.7,2.8,Chè Ô Long,245000.0,AI_Synthetic,True,5,2,6,251000.0,240000.0,249000.0,260000.0,0,0.6611570247933883,0.75,0.04148148148148148,0.2777777777777778
2024-05-13,25.8,15.7,3.4,Chè Ô Long,251000.0,AI_Synthetic,True,5,2,0,245000.0,255000.0,240000.0,260000.0,0,0.7355371900826447,0.75,0.05037037037037037,0.3611111111111111
2024-05-14,24.7,16.1,19.3,Chè Ô Long,248000.0,AI_Synthetic,True,5,2,1,251000.0,261000.0,242000.0,260000.0,0,0.6446280991735537,0.7900000000000003,0.2859259259259259,0.3194444444444444
2024-05-15,23.6,15.9,4.6,Chè Ô Long,255000.0,AI_Synthetic,True,5,2,2,248000.0,265000.0,248000.0,260000.0,0,0.553719008264463,0.7700000000000001,0.06814814814814814,0.4166666666666667
